id_appuntamento,id_cliente,id_servizio,data,ora,stato,prezzo_pagato,metodo_pagamento
1322,100,7,2025-08-29,09:30:00,Completato,35.0,Contanti
1323,69,1,2025-08-29,10:15:00,Completato,18.0,Contanti
1324,163,1,2025-08-29,10:45:00,Completato,18.0,Contanti
1325,170,2,2025-08-29,11:00:00,Completato,26.0,Contanti
1326,113,2,2025-08-29,16:15:00,Completato,26.0,Satispay
1327,66,1,2025-08-29,18:00:00,Cancellato,0.0,
1328,126,2,2025-08-29,19:00:00,Completato,26.0,Contanti
1329,40,1,2025-08-29,19:15:00,Completato,18.0,Satispay
1330,168,1,2025-08-30,11:30:00,Completato,18.0,Contanti
1331,59,3,2025-08-30,15:00:00,Completato,12.0,Carta
1332,36,1,2025-08-30,16:45:00,Completato,16.2,Satispay
1333,23,3,2025-08-30,17:45:00,Completato,12.0,Carta
1334,130,1,2025-08-30,18:15:00,Completato,18.0,Contanti
1335,144,1,2025-09-02,12:00:00,Completato,14.4,Contanti
1336,139,1,2025-09-02,12:30:00,Completato,18.0,Contanti
1337,73,1,2025-09-02,17:15:00,Completato,18.0,Contanti
1338,74,1,2025-09-02,19:30:00,Completato,18.0,Carta
1339,115,5,2025-09-03,09:45:00,Completato,12.0,Contanti
1340,151,1,2025-09-03,10:30:00,Completato,18.0,Contanti
1341,9,2,2025-09-03,11:45:00,Completato,26.0,Contanti
1342,6,2,2025-09-03,16:30:00,Completato,26.0,Contanti
1343,142,6,2025-09-04,10:00:00,Completato,10.0,Contanti
1344,152,2,2025-09-04,10:45:00,Completato,26.0,Contanti
1345,140,5,2025-09-04,16:30:00,Completato,12.0,Carta
1346,34,8,2025-09-04,16:45:00,Completato,22.0,Contanti
1347,184,1,2025-09-04,17:45:00,Completato,18.0,Contanti
1348,162,2,2025-09-04,18:30:00,Completato,26.0,Carta
1349,195,1,2025-09-05,09:15:00,Completato,18.0,Satispay
1350,76,1,2025-09-05,09:30:00,Completato,14.4,Contanti
1351,136,4,2025-09-05,12:45:00,Completato,15.0,Contanti
1352,13,2,2025-09-05,16:00:00,Completato,26.0,Contanti
1353,165,3,2025-09-05,16:15:00,Completato,12.0,Contanti
1354,5,1,2025-09-05,16:45:00,Completato,18.0,Satispay
1355,149,1,2025-09-05,17:00:00,No-show,0.0,
1356,18,5,2025-09-05,17:15:00,Completato,12.0,Satispay
1357,134,3,2025-09-05,17:45:00,Completato,9.6,Satispay
1358,99,2,2025-09-05,18:30:00,Completato,26.0,Carta
1359,179,3,2025-09-06,10:15:00,Completato,12.0,Contanti
1360,62,6,2025-09-06,10:30:00,No-show,0.0,
1361,104,6,2025-09-06,10:45:00,Completato,10.0,Contanti
1362,91,1,2025-09-06,12:00:00,Completato,18.0,Contanti
1363,50,3,2025-09-06,16:15:00,Completato,12.0,Carta
1364,94,2,2025-09-06,16:15:00,Completato,26.0,Contanti
1365,68,1,2025-09-06,16:30:00,Completato,18.0,Contanti
1366,187,1,2025-09-06,16:30:00,No-show,0.0,
1367,27,2,2025-09-06,17:00:00,Completato,26.0,Contanti
1368,147,1,2025-09-06,17:45:00,Completato,16.2,Contanti
1369,117,1,2025-09-06,18:00:00,Completato,18.0,Contanti
1370,137,2,2025-09-06,18:30:00,Completato,26.0,Contanti
1371,58,5,2025-09-09,11:30:00,Completato,12.0,Satispay
1372,89,2,2025-09-09,16:45:00,Completato,26.0,Contanti
1373,175,1,2025-09-09,18:30:00,No-show,0.0,
1374,128,4,2025-09-09,19:45:00,Completato,15.0,Contanti
1375,177,2,2025-09-10,17:00:00,Completato,20.8,Carta
1376,190,1,2025-09-11,10:30:00,Completato,18.0,Carta
1377,146,6,2025-09-11,11:00:00,Completato,10.0,Contanti
1378,69,1,2025-09-11,11:45:00,Completato,18.0,Carta
1379,180,1,2025-09-12,16:45:00,Cancellato,0.0,
1380,32,3,2025-09-12,17:15:00,Completato,9.6,Carta
1381,194,1,2025-09-12,17:15:00,Completato,18.0,Contanti
1382,157,8,2025-09-13,10:00:00,Completato,22.0,Contanti
1383,186,1,2025-09-13,10:30:00,No-show,0.0,
1384,71,2,2025-09-13,10:45:00,Completato,26.0,Carta
1385,181,1,2025-09-13,11:00:00,Completato,18.0,Contanti
1386,84,1,2025-09-13,11:15:00,Completato,18.0,Contanti
1387,145,1,2025-09-13,12:00:00,Completato,18.0,Carta
1388,174,2,2025-09-13,12:45:00,Completato,26.0,Contanti
1389,196,2,2025-09-13,15:00:00,Completato,26.0,Carta
1390,164,2,2025-09-13,15:30:00,Completato,26.0,Contanti
1391,11,5,2025-09-13,15:45:00,Completato,12.0,Contanti
1392,154,2,2025-09-13,15:45:00,Completato,26.0,Carta
1393,22,2,2025-09-13,16:00:00,Completato,26.0,Contanti
1394,45,2,2025-09-13,16:00:00,Completato,26.0,Carta
1395,79,1,2025-09-13,17:30:00,Completato,18.0,Contanti
1396,12,1,2025-09-13,17:45:00,Completato,18.0,Contanti
1397,169,3,2025-09-13,17:45:00,Completato,12.0,Contanti
1398,7,1,2025-09-13,18:30:00,Completato,18.0,Contanti
1399,135,1,2025-09-16,16:45:00,Completato,18.0,Contanti
1400,101,2,2025-09-17,10:45:00,Completato,26.0,Contanti
1401,143,3,2025-09-17,15:00:00,Completato,12.0,Carta
1402,82,1,2025-09-18,16:15:00,Completato,18.0,Satispay
1403,191,7,2025-09-18,19:30:00,Completato,35.0,Carta
1404,112,2,2025-09-19,10:15:00,Completato,26.0,Satispay
1405,176,1,2025-09-19,10:30:00,Cancellato,0.0,
1406,51,6,2025-09-19,10:45:00,Completato,10.0,Satispay
1407,36,2,2025-09-19,15:30:00,Completato,26.0,Contanti
1408,152,3,2025-09-19,17:00:00,Completato,12.0,Contanti
1409,183,5,2025-09-19,18:15:00,Completato,9.6,Carta
1410,189,8,2025-09-20,09:00:00,Completato,22.0,Contanti
1411,15,2,2025-09-20,10:00:00,Completato,26.0,Contanti
1412,150,2,2025-09-20,16:15:00,Completato,20.8,Carta
1413,26,2,2025-09-20,17:45:00,Completato,26.0,Contanti
1414,34,8,2025-09-20,17:45:00,Completato,22.0,Contanti
1415,116,2,2025-09-20,18:15:00,Completato,26.0,Satispay
1416,4,1,2025-09-20,18:45:00,Completato,18.0,Carta
1417,56,6,2025-09-20,19:45:00,Completato,10.0,Carta
1418,153,3,2025-09-23,09:00:00,Completato,12.0,Carta
1419,193,1,2025-09-23,12:00:00,Completato,18.0,Carta
1420,102,5,2025-09-23,12:45:00,Completato,12.0,Satispay
1421,50,3,2025-09-23,16:00:00,Completato,12.0,Carta
1422,37,6,2025-09-23,16:15:00,Completato,10.0,Satispay
1423,168,1,2025-09-24,09:00:00,Completato,18.0,Carta
1424,137,1,2025-09-24,10:15:00,Completato,18.0,Contanti
1425,3,1,2025-09-24,10:30:00,Completato,18.0,Contanti
1426,84,1,2025-09-25,09:00:00,Completato,18.0,Carta
1427,196,2,2025-09-25,11:00:00,No-show,0.0,
1428,96,1,2025-09-25,15:30:00,Completato,18.0,Satispay
1429,108,1,2025-09-25,16:00:00,Completato,18.0,Contanti
1430,121,2,2025-09-25,16:00:00,Completato,26.0,Carta
1431,188,7,2025-09-25,16:30:00,Cancellato,0.0,
1432,136,4,2025-09-25,17:00:00,No-show,0.0,
1433,138,7,2025-09-25,17:00:00,Completato,35.0,Contanti
1434,97,1,2025-09-25,17:45:00,Completato,18.0,Contanti
1435,161,3,2025-09-25,17:45:00,Completato,12.0,Carta
1436,27,1,2025-09-26,10:15:00,Completato,18.0,Satispay
1437,180,1,2025-09-26,10:30:00,Completato,18.0,Satispay
1438,151,1,2025-09-26,12:45:00,Completato,18.0,Contanti
1439,20,7,2025-09-26,15:15:00,Completato,35.0,Carta
1440,173,3,2025-09-26,16:00:00,Completato,12.0,Contanti
1441,192,2,2025-09-26,16:00:00,Completato,26.0,Contanti
1442,185,2,2025-09-26,18:15:00,Completato,26.0,Contanti
1443,76,3,2025-09-26,18:30:00,Completato,12.0,Carta
1444,72,1,2025-09-27,09:15:00,Completato,18.0,Contanti
1445,57,2,2025-09-27,11:30:00,Completato,26.0,Carta
1446,147,1,2025-09-27,12:00:00,Cancellato,0.0,
1447,86,5,2025-09-27,12:15:00,Cancellato,0.0,
1448,40,6,2025-09-27,12:45:00,Completato,10.0,Contanti
1449,18,5,2025-09-27,15:15:00,Completato,12.0,Satispay
1450,187,1,2025-09-27,16:15:00,Completato,18.0,Satispay
1451,140,5,2025-09-27,16:30:00,Completato,9.6,Satispay
1452,28,1,2025-09-27,17:15:00,Completato,18.0,Carta
1453,66,2,2025-09-27,19:15:00,Completato,26.0,Satispay
1454,81,5,2025-09-30,12:00:00,Completato,12.0,Contanti
1455,91,1,2025-09-30,12:00:00,Completato,18.0,Satispay
1456,119,3,2025-09-30,12:45:00,Completato,12.0,Carta
1457,171,4,2025-09-30,17:45:00,Completato,15.0,Carta
1458,117,1,2025-10-01,10:30:00,Completato,18.0,Contanti
1459,182,2,2025-10-01,15:00:00,Completato,26.0,Contanti
1460,7,3,2025-10-01,18:15:00,Completato,12.0,Contanti
1461,8,1,2025-10-01,19:30:00,Completato,18.0,Carta
1462,123,4,2025-10-02,09:00:00,Completato,15.0,Carta
1463,65,1,2025-10-02,11:15:00,Completato,18.0,Contanti
1464,178,1,2025-10-02,18:30:00,Completato,18.0,Contanti
1465,13,2,2025-10-02,19:45:00,Completato,26.0,Contanti
1466,100,7,2025-10-03,09:00:00,Completato,35.0,Contanti
1467,202,3,2025-10-03,09:15:00,Completato,12.0,Carta
1468,89,1,2025-10-03,09:45:00,Completato,14.4,Contanti
1469,130,1,2025-10-03,10:00:00,No-show,0.0,
1470,99,5,2025-10-03,10:30:00,Completato,12.0,Carta
1471,113,2,2025-10-03,10:45:00,Completato,26.0,Carta
1472,200,5,2025-10-03,11:30:00,Completato,12.0,Contanti
1473,134,3,2025-10-03,12:30:00,Completato,12.0,Carta
1474,42,6,2025-10-03,15:45:00,Completato,10.0,Carta
1475,82,1,2025-10-03,17:00:00,Completato,14.4,Satispay
1476,177,2,2025-10-03,18:00:00,Completato,26.0,Carta
1477,154,2,2025-10-04,09:00:00,Completato,26.0,Contanti
1478,135,1,2025-10-04,09:15:00,Completato,18.0,Contanti
1479,198,3,2025-10-04,10:00:00,Completato,12.0,Satispay
1480,174,2,2025-10-04,11:45:00,Completato,26.0,Carta
1481,194,1,2025-10-04,15:00:00,Completato,16.2,Carta
1482,32,5,2025-10-04,16:15:00,Completato,12.0,Carta
1483,141,1,2025-10-04,16:15:00,Cancellato,0.0,
1484,160,3,2025-10-04,16:15:00,Completato,12.0,Satispay
1485,88,1,2025-10-04,17:30:00,Completato,18.0,Carta
1486,203,1,2025-10-04,17:30:00,Completato,18.0,Carta
1487,22,1,2025-10-04,19:15:00,Completato,18.0,Carta
1488,6,2,2025-10-04,19:45:00,Completato,26.0,Satispay
1489,165,2,2025-10-07,17:30:00,Completato,26.0,Contanti
1490,45,2,2025-10-08,12:00:00,Completato,26.0,Contanti
1491,101,2,2025-10-08,15:30:00,Cancellato,0.0,
1492,30,2,2025-10-08,19:30:00,Completato,26.0,Contanti
1493,206,2,2025-10-09,19:30:00,Completato,26.0,Carta
1494,23,1,2025-10-10,12:30:00,Completato,18.0,Carta
1495,115,1,2025-10-10,15:45:00,Completato,18.0,Carta
1496,179,2,2025-10-10,16:00:00,Completato,26.0,Contanti
1497,205,2,2025-10-10,16:15:00,Completato,26.0,Contanti
1498,199,1,2025-10-10,18:45:00,Completato,18.0,Satispay
1499,5,1,2025-10-11,09:30:00,No-show,0.0,
1500,201,3,2025-10-11,10:15:00,No-show,0.0,
1501,3,5,2025-10-11,10:30:00,Completato,12.0,Satispay
1502,74,2,2025-10-11,10:45:00,Completato,26.0,Carta
1503,191,1,2025-10-11,11:30:00,Completato,18.0,Carta
1504,4,1,2025-10-11,16:30:00,Completato,18.0,Carta
1505,73,2,2025-10-11,16:45:00,Completato,26.0,Contanti
1506,107,1,2025-10-11,17:00:00,Completato,18.0,Contanti
1507,26,2,2025-10-11,17:30:00,Cancellato,0.0,
1508,137,2,2025-10-11,17:45:00,Completato,26.0,Contanti
1509,144,1,2025-10-11,17:45:00,Cancellato,0.0,
1510,71,2,2025-10-11,18:15:00,Completato,26.0,Carta
1511,148,1,2025-10-11,18:45:00,Completato,18.0,Contanti
1512,41,1,2025-10-14,12:45:00,Completato,18.0,Contanti
1513,126,1,2025-10-14,15:00:00,Completato,18.0,Carta
1514,34,8,2025-10-14,15:15:00,Completato,22.0,Carta
1515,161,6,2025-10-14,15:30:00,Completato,10.0,Carta
1516,195,2,2025-10-14,17:15:00,Completato,26.0,Carta
1517,104,4,2025-10-15,11:00:00,Completato,15.0,Satispay
1518,13,2,2025-10-15,19:15:00,Completato,26.0,Contanti
1519,145,1,2025-10-16,11:30:00,Completato,14.4,Contanti
1520,164,2,2025-10-16,11:30:00,Completato,26.0,Carta
1521,146,6,2025-10-16,16:00:00,Completato,10.0,Carta
1522,169,5,2025-10-16,17:15:00,Completato,12.0,Satispay
1523,158,1,2025-10-16,17:45:00,Cancellato,0.0,
1524,62,6,2025-10-17,11:45:00,No-show,0.0,
1525,128,6,2025-10-17,16:45:00,Completato,10.0,Contanti
1526,37,1,2025-10-17,17:30:00,Cancellato,0.0,
1527,149,1,2025-10-17,17:30:00,Completato,18.0,Contanti
1528,103,1,2025-10-17,18:00:00,Completato,18.0,Carta
1529,36,1,2025-10-18,09:45:00,Completato,18.0,Carta
1530,196,2,2025-10-18,10:45:00,No-show,0.0,
1531,50,3,2025-10-18,11:00:00,Completato,12.0,Contanti
1532,57,2,2025-10-18,12:30:00,Completato,26.0,Carta
1533,78,1,2025-10-18,12:30:00,Completato,18.0,Contanti
1534,153,3,2025-10-18,16:00:00,Completato,12.0,Contanti
1535,135,1,2025-10-18,16:30:00,Completato,18.0,Contanti
1536,69,1,2025-10-18,16:45:00,Completato,18.0,Satispay
1537,112,2,2025-10-18,17:00:00,Completato,26.0,Carta
1538,40,1,2025-10-18,17:15:00,Completato,18.0,Contanti
1539,99,1,2025-10-18,18:30:00,Completato,18.0,Carta
1540,94,2,2025-10-18,18:45:00,Completato,26.0,Contanti
1541,184,1,2025-10-18,18:45:00,Completato,18.0,Contanti
1542,58,1,2025-10-18,19:30:00,Completato,18.0,Contanti
1543,197,4,2025-10-21,15:30:00,Completato,15.0,Contanti
1544,51,6,2025-10-21,19:15:00,Completato,10.0,Carta
1545,15,2,2025-10-22,09:00:00,Completato,26.0,Contanti
1546,84,1,2025-10-22,09:45:00,Completato,18.0,Contanti
1547,116,4,2025-10-22,10:45:00,Completato,15.0,Contanti
1548,157,8,2025-10-22,11:00:00,Completato,22.0,Satispay
1549,139,1,2025-10-22,11:45:00,Cancellato,0.0,
1550,82,1,2025-10-23,09:15:00,Completato,18.0,Carta
1551,28,1,2025-10-23,11:15:00,Completato,18.0,Carta
1552,152,1,2025-10-23,17:00:00,No-show,0.0,
1553,187,1,2025-10-23,17:15:00,Completato,18.0,Carta
1554,204,3,2025-10-23,18:30:00,Cancellato,0.0,
1555,194,7,2025-10-23,18:45:00,Completato,35.0,Contanti
1556,203,5,2025-10-24,11:00:00,Completato,12.0,Contanti
1557,151,1,2025-10-24,12:45:00,Completato,18.0,Carta
1558,76,1,2025-10-24,15:00:00,Completato,18.0,Contanti
1559,27,1,2025-10-24,16:15:00,Cancellato,0.0,
1560,45,2,2025-10-24,16:30:00,Completato,20.8,Satispay
1561,140,5,2025-10-24,17:45:00,Completato,12.0,Carta
1562,183,5,2025-10-24,18:00:00,Completato,12.0,Contanti
1563,7,2,2025-10-24,18:15:00,Completato,26.0,Carta
1564,190,6,2025-10-24,19:15:00,Completato,10.0,Contanti
1565,142,6,2025-10-25,09:45:00,Completato,10.0,Carta
1566,180,1,2025-10-25,10:30:00,Completato,18.0,Contanti
1567,101,2,2025-10-25,11:15:00,No-show,0.0,
1568,193,7,2025-10-25,11:15:00,Completato,35.0,Contanti
1569,22,2,2025-10-25,12:30:00,Completato,26.0,Carta
1570,147,1,2025-10-25,12:30:00,Completato,18.0,Carta
1571,143,3,2025-10-25,12:45:00,Completato,12.0,Contanti
1572,177,1,2025-10-25,18:15:00,Completato,18.0,Contanti
1573,18,5,2025-10-25,19:00:00,Completato,12.0,Contanti
1574,108,1,2025-10-25,19:15:00,Completato,18.0,Carta
1575,163,1,2025-10-25,19:30:00,Completato,18.0,Satispay
1576,72,1,2025-10-28,11:45:00,Completato,18.0,Carta
1577,134,3,2025-10-28,12:00:00,Completato,12.0,Carta
1578,12,1,2025-10-28,12:30:00,Completato,18.0,Satispay
1579,181,1,2025-10-28,15:15:00,Completato,18.0,Satispay
1580,68,1,2025-10-28,15:30:00,Completato,18.0,Carta
1581,66,1,2025-10-29,10:30:00,Completato,18.0,Carta
1582,100,7,2025-10-29,12:00:00,Completato,35.0,Satispay
1583,188,7,2025-10-29,12:30:00,Completato,35.0,Satispay
1584,162,2,2025-10-29,18:45:00,Completato,26.0,Carta
1585,117,1,2025-10-30,09:00:00,Completato,16.2,Contanti
1586,189,8,2025-10-30,10:30:00,Completato,22.0,Carta
1587,173,3,2025-10-31,11:00:00,Completato,12.0,Satispay
1588,119,3,2025-10-31,12:15:00,Completato,12.0,Carta
1589,176,1,2025-10-31,16:00:00,Completato,18.0,Carta
1590,213,2,2025-10-31,16:15:00,Completato,26.0,Contanti
1591,86,2,2025-10-31,16:30:00,Completato,20.8,Carta
1592,138,4,2025-10-31,17:45:00,Completato,15.0,Satispay
1593,217,2,2025-11-01,10:30:00,Completato,26.0,Satispay
1594,32,5,2025-11-01,11:30:00,Completato,12.0,Carta
1595,211,2,2025-11-01,12:00:00,Completato,26.0,Contanti
1596,5,1,2025-11-01,12:30:00,Completato,18.0,Contanti
1597,27,1,2025-11-01,18:30:00,Completato,18.0,Contanti
1598,186,1,2025-11-04,11:45:00,Cancellato,0.0,
1599,130,1,2025-11-04,16:45:00,Completato,18.0,Satispay
1600,115,1,2025-11-05,11:45:00,Completato,18.0,Satispay
1601,101,6,2025-11-05,12:00:00,Completato,10.0,Satispay
1602,107,1,2025-11-05,12:45:00,Completato,18.0,Satispay
1603,6,2,2025-11-05,16:00:00,Completato,26.0,Satispay
1604,137,2,2025-11-05,16:00:00,Completato,23.4,Contanti
1605,113,5,2025-11-05,16:45:00,Cancellato,0.0,
1606,136,4,2025-11-05,17:00:00,Completato,15.0,Carta
1607,196,1,2025-11-05,19:00:00,Completato,18.0,Contanti
1608,194,1,2025-11-06,11:00:00,Completato,18.0,Contanti
1609,200,1,2025-11-06,12:00:00,Completato,18.0,Carta
1610,199,4,2025-11-06,12:15:00,Completato,15.0,Contanti
1611,135,1,2025-11-06,16:30:00,Completato,18.0,Contanti
1612,79,2,2025-11-06,17:00:00,Cancellato,0.0,
1613,26,2,2025-11-06,17:15:00,Completato,26.0,Carta
1614,34,3,2025-11-06,17:45:00,Completato,12.0,Satispay
1615,178,5,2025-11-06,18:45:00,Completato,12.0,Carta
1616,179,1,2025-11-07,10:15:00,Completato,18.0,Contanti
1617,145,1,2025-11-07,11:00:00,Completato,18.0,Carta
1618,212,1,2025-11-07,16:00:00,Completato,18.0,Carta
1619,216,2,2025-11-07,18:00:00,Completato,26.0,Satispay
1620,3,5,2025-11-07,18:45:00,Completato,12.0,Carta
1621,121,2,2025-11-08,10:15:00,No-show,0.0,
1622,161,3,2025-11-08,11:30:00,Completato,12.0,Carta
1623,198,3,2025-11-08,12:15:00,Completato,12.0,Contanti
1624,168,1,2025-11-08,12:45:00,Completato,18.0,Carta
1625,208,6,2025-11-08,16:00:00,Completato,10.0,Carta
1626,11,5,2025-11-08,16:15:00,Completato,12.0,Satispay
1627,7,8,2025-11-08,17:00:00,Completato,22.0,Carta
1628,123,1,2025-11-08,17:15:00,Cancellato,0.0,
1629,18,5,2025-11-08,18:30:00,Completato,12.0,Carta
1630,81,7,2025-11-08,18:30:00,Completato,31.5,Carta
1631,207,4,2025-11-08,19:45:00,Completato,15.0,Contanti
1632,140,5,2025-11-11,16:00:00,Completato,12.0,Carta
1633,57,2,2025-11-11,19:45:00,Completato,26.0,Contanti
1634,96,1,2025-11-12,09:00:00,Completato,18.0,Contanti
1635,144,1,2025-11-12,12:00:00,Completato,18.0,Satispay
1636,69,1,2025-11-12,12:30:00,No-show,0.0,
1637,97,1,2025-11-12,12:30:00,Cancellato,0.0,
1638,74,2,2025-11-12,19:15:00,Completato,26.0,Carta
1639,141,8,2025-11-12,19:45:00,Completato,22.0,Carta
1640,102,5,2025-11-13,10:00:00,Completato,12.0,Satispay
1641,84,1,2025-11-13,11:15:00,Completato,18.0,Carta
1642,153,1,2025-11-13,11:30:00,No-show,0.0,
1643,164,2,2025-11-13,12:00:00,Cancellato,0.0,
1644,201,8,2025-11-13,16:00:00,Completato,17.6,Carta
1645,152,1,2025-11-13,18:00:00,Completato,18.0,Carta
1646,139,1,2025-11-14,09:00:00,Completato,18.0,Contanti
1647,40,1,2025-11-14,11:15:00,Completato,18.0,Contanti
1648,4,1,2025-11-14,18:00:00,Completato,18.0,Carta
1649,59,2,2025-11-14,18:30:00,Completato,26.0,Contanti
1650,13,2,2025-11-15,09:15:00,Cancellato,0.0,
1651,28,2,2025-11-15,09:45:00,Completato,26.0,Carta
1652,202,2,2025-11-15,11:15:00,Completato,26.0,Contanti
1653,190,4,2025-11-15,12:00:00,Completato,15.0,Carta
1654,174,2,2025-11-15,12:15:00,Completato,26.0,Carta
1655,126,1,2025-11-15,12:30:00,Completato,18.0,Carta
1656,205,2,2025-11-15,15:30:00,Completato,26.0,Satispay
1657,73,2,2025-11-15,17:30:00,Completato,26.0,Satispay
1658,204,3,2025-11-15,17:30:00,Completato,12.0,Contanti
1659,42,5,2025-11-15,18:15:00,Completato,12.0,Contanti
1660,192,1,2025-11-15,19:45:00,Completato,18.0,Contanti
1661,158,1,2025-11-18,10:45:00,Completato,18.0,Contanti
1662,210,5,2025-11-18,12:15:00,Completato,12.0,Contanti
1663,65,1,2025-11-18,15:30:00,Completato,18.0,Carta
1664,217,3,2025-11-18,16:30:00,Completato,12.0,Contanti
1665,184,1,2025-11-19,09:00:00,Completato,18.0,Carta
1666,58,5,2025-11-19,11:00:00,Completato,12.0,Contanti
1667,82,1,2025-11-19,11:30:00,Completato,14.4,Carta
1668,165,1,2025-11-19,17:45:00,Completato,18.0,Contanti
1669,32,5,2025-11-19,19:15:00,Completato,12.0,Satispay
1670,62,6,2025-11-19,19:15:00,Completato,10.0,Contanti
1671,193,7,2025-11-20,09:45:00,Completato,35.0,Carta
1672,209,3,2025-11-20,11:30:00,Completato,12.0,Contanti
1673,181,1,2025-11-20,18:30:00,Completato,18.0,Carta
1674,214,2,2025-11-21,10:00:00,Completato,26.0,Contanti
1675,50,3,2025-11-21,10:15:00,Completato,12.0,Carta
1676,22,2,2025-11-21,11:15:00,Completato,26.0,Carta
1677,171,6,2025-11-21,11:30:00,Completato,10.0,Contanti
1678,142,3,2025-11-21,15:15:00,Completato,12.0,Carta
1679,26,2,2025-11-21,18:45:00,Completato,26.0,Carta
1680,107,1,2025-11-21,18:45:00,Completato,18.0,Contanti
1681,183,5,2025-11-21,18:45:00,Completato,12.0,Contanti
1682,182,2,2025-11-22,09:30:00,Completato,26.0,Contanti
1683,177,2,2025-11-22,10:45:00,Completato,26.0,Satispay
1684,187,1,2025-11-22,10:45:00,Completato,18.0,Carta
1685,128,4,2025-11-22,12:00:00,Completato,12.0,Carta
1686,37,6,2025-11-22,12:45:00,Completato,10.0,Contanti
1687,56,6,2025-11-22,12:45:00,Completato,10.0,Contanti
1688,30,1,2025-11-22,15:00:00,Completato,18.0,Satispay
1689,191,1,2025-11-22,16:00:00,Completato,18.0,Carta
1690,36,3,2025-11-22,16:15:00,Completato,12.0,Satispay
1691,101,2,2025-11-22,16:45:00,Completato,26.0,Carta
1692,186,3,2025-11-22,17:00:00,Completato,12.0,Carta
1693,117,1,2025-11-22,19:00:00,No-show,0.0,
1694,66,1,2025-11-25,10:15:00,Completato,18.0,Satispay
1695,34,5,2025-11-25,17:45:00,Completato,12.0,Contanti
1696,88,2,2025-11-26,11:45:00,Completato,26.0,Contanti
1697,215,5,2025-11-27,10:30:00,Completato,12.0,Contanti
1698,139,1,2025-11-27,11:00:00,Completato,18.0,Carta
1699,203,5,2025-11-27,12:45:00,Completato,12.0,Carta
1700,119,1,2025-11-27,16:15:00,Cancellato,0.0,
1701,196,2,2025-11-27,16:15:00,Completato,23.4,Contanti
1702,103,1,2025-11-28,10:30:00,Completato,18.0,Carta
1703,149,1,2025-11-28,18:00:00,Completato,18.0,Contanti
1704,195,1,2025-11-28,19:00:00,Completato,18.0,Contanti
1705,40,1,2025-11-28,19:15:00,Completato,18.0,Carta
1706,137,2,2025-11-28,19:15:00,Cancellato,0.0,
1707,45,2,2025-11-28,19:30:00,No-show,0.0,
1708,213,2,2025-11-28,19:30:00,Completato,26.0,Carta
1709,99,1,2025-11-29,11:15:00,Completato,18.0,Carta
1710,200,1,2025-11-29,15:45:00,Completato,18.0,Carta
1711,194,3,2025-11-29,16:30:00,Completato,12.0,Carta
1712,185,2,2025-11-29,17:30:00,Completato,26.0,Satispay
1713,220,1,2025-11-29,18:30:00,No-show,0.0,
1714,27,1,2025-11-29,18:45:00,Completato,18.0,Carta
1715,211,1,2025-11-29,19:45:00,Completato,18.0,Contanti
1716,4,1,2025-12-02,11:30:00,Completato,18.0,Contanti
1717,152,1,2025-12-02,18:15:00,Completato,18.0,Carta
1718,145,1,2025-12-02,18:45:00,Completato,18.0,Carta
1719,168,1,2025-12-02,18:45:00,Completato,18.0,Carta
1720,180,1,2025-12-03,09:00:00,Completato,18.0,Carta
1721,176,1,2025-12-03,17:15:00,Completato,18.0,Satispay
1722,135,1,2025-12-03,18:00:00,Completato,18.0,Contanti
1723,160,3,2025-12-04,12:45:00,Completato,10.8,Satispay
1724,228,5,2025-12-04,15:45:00,Completato,12.0,Carta
1725,94,3,2025-12-04,17:15:00,Completato,12.0,Carta
1726,76,1,2025-12-04,17:30:00,Completato,18.0,Satispay
1727,164,2,2025-12-04,18:30:00,Completato,20.8,Carta
1728,5,3,2025-12-04,18:45:00,Completato,12.0,Carta
1729,161,1,2025-12-04,19:45:00,Completato,18.0,Carta
1730,146,6,2025-12-05,11:15:00,Completato,10.0,Carta
1731,18,5,2025-12-05,11:30:00,Completato,12.0,Satispay
1732,41,1,2025-12-05,11:45:00,Completato,18.0,Carta
1733,7,8,2025-12-05,15:30:00,Cancellato,0.0,
1734,6,2,2025-12-05,17:30:00,Completato,26.0,Contanti
1735,100,1,2025-12-05,18:15:00,Completato,18.0,Contanti
1736,108,1,2025-12-05,18:15:00,Completato,18.0,Contanti
1737,232,1,2025-12-05,18:15:00,Completato,18.0,Contanti
1738,208,6,2025-12-05,18:30:00,Cancellato,0.0,
1739,148,1,2025-12-05,19:45:00,Completato,18.0,Contanti
1740,26,2,2025-12-06,09:30:00,Completato,26.0,Carta
1741,173,3,2025-12-06,10:00:00,Completato,10.8,Contanti
1742,147,1,2025-12-06,10:15:00,Completato,18.0,Contanti
1743,68,1,2025-12-06,10:45:00,Completato,18.0,Contanti
1744,73,2,2025-12-06,10:45:00,Completato,26.0,Carta
1745,222,3,2025-12-06,12:30:00,Cancellato,0.0,
1746,32,5,2025-12-06,15:30:00,Completato,12.0,Contanti
1747,181,1,2025-12-06,16:45:00,Completato,14.4,Contanti
1748,130,1,2025-12-09,09:30:00,Completato,18.0,Satispay
1749,121,2,2025-12-09,12:15:00,Completato,26.0,Contanti
1750,210,1,2025-12-09,15:00:00,Completato,18.0,Contanti
1751,136,4,2025-12-10,10:00:00,Completato,15.0,Satispay
1752,183,5,2025-12-10,10:15:00,Completato,12.0,Contanti
